Entity,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent),Deaths - Self-harm - Sex: Both - Age: All Ages (Percent),Deaths - Mental and substance use disorders - Sex: Both - Age: Age-standardized (Rate),gdp_current,gdp_per_capita,health expenditure (per capita),health expenditure (% GDP),unemployment rate,Income group,Income,DALYs (Disability-Adjusted Life Years) - Mental disorders - Sex: Both - Age: All Ages (Percent),Suicide rate
Eswatini,2001,11.70876889,1.186276808,1.670938527,1542477309,1521.769075,78.20019531,5.13895321,24.82900047,Lower middle income,1700,1.406125375,45.1
Eswatini,2002,11.73531965,1.179697132,1.801775755,1432228125,1405.448706,77.6235733,5.5229826,25.36100006,Lower middle income,1570,1.34233401,51.1
Eswatini,2003,11.75923184,1.162708602,1.861625084,2197612701,2148.632475,137.0496063,6.37864399,25.94400024,Lower middle income,1700,1.283682124,55.4
Eswatini,2004,11.78220587,1.15233072,1.917079532,2770082792,2699.130742,183.9289246,6.81432486,26.52300072,Lower middle income,2160,1.246645431,57.9
Eswatini,2005,11.79526269,1.171624178,1.974500022,3178126492,3083.838141,227.4730377,7.37623358,27.06500053,Lower middle income,3080,1.261380533,60.1
Eswatini,2006,11.80866514,1.207342066,1.968390983,3291353836,3176.691168,248.5896149,7.82560015,27.63999939,Lower middle income,3300,1.313220128,64.9
Eswatini,2007,11.81662676,1.249557091,1.971527455,3469363996,3327.445134,263.8681946,7.93004131,28.23999977,Lower middle income,3480,1.354405981,74.1
Eswatini,2008,11.82508574,1.291448153,2.012909201,3294093485,3137.387266,277.9058533,8.85792923,27.67900085,Lower middle income,3360,1.396278346,75.8
Eswatini,2009,11.83624929,1.33673285,2.066079605,3580417067,3385.858846,292.2944031,8.63292217,27.05200005,Lower middle income,3320,1.454555932,75.1
Eswatini,2010,11.84516202,1.405438229,2.084406618,4438778424,4168.489403,358.1239014,8.59125805,26.40600014,Lower middle income,3460,1.577955345,70.5
Eswatini,2011,11.85816524,1.482160476,2.088048278,4820499924,4496.613361,380.8573608,8.46997261,25.81100082,Lower middle income,3860,1.727617168,66
Eswatini,2012,11.87056495,1.544057294,2.107759625,4886533033,4527.565039,354.0736389,7.82028151,25.14900017,Lower middle income,4310,1.825502526,66.3
Eswatini,2013,11.89208523,1.613962482,2.117596263,4597532030,4230.171266,315.4493713,7.45686579,24.54999924,Lower middle income,4420,1.947805496,62
Eswatini,2014,11.90733962,1.695623522,2.06330453,4422968340,4039.159341,293.0811462,7.25702429,23.9659996,Lower middle income,4130,2.085466868,54.6
Eswatini,2015,11.92244503,1.777485034,1.972311376,4063245671,3680.349473,259.5190735,7.05950689,23.32900047,Lower middle income,3800,2.228166124,49.2
Eswatini,2016,11.94296216,1.847226595,1.91404957,3816022047,3425.531957,233.6351471,6.82044792,22.71999931,Lower middle income,3450,2.3658844,46.2
Eswatini,2017,11.96137444,1.901546484,1.880830823,4402969226,3914.418484,273.3828735,6.98103666,22.75300026,Lower middle income,3390,2.487474955,42.9
Eswatini,2018,11.95275085,1.940824054,1.971919415,4665420239,4105.893683,298.118927,7.2573719,22.79199982,Lower middle income,3620,2.591188323,40.1
Eswatini,2019,11.93273925,1.94284364,1.971919415,4495679481,3915.643467,264.0551453,6.78069067,22.83699989,Lower middle income,3670,2.653349452,40.5
Ethiopia,2000,13.4717899,0.629329619,0.126468308,8242392104,124.4607909,5.38449526,4.3650465,3.509000063,Low income,130,1.438628305,18.4
Ethiopia,2001,13.4406726,0.662610725,0.125551916,8231326016,120.7657837,5.61692476,4.72316694,3.303999901,Low income,130,1.576834623,17.5
Ethiopia,2002,13.37961631,0.669837607,0.12423454,7850809498,111.9272251,5.25928497,4.7126298,3.130000114,Low income,120,1.641303824,16.9
Ethiopia,2003,13.30614787,0.677260003,0.123592375,8623691300,119.490396,5.84133863,4.89970922,2.941999912,Low income,110,1.700715597,16.3
Ethiopia,2004,13.23863336,0.691118474,0.123893967,10131187261,136.46625,5.88065052,4.31281853,2.693000078,Low income,140,1.776432272,15.8
Ethiopia,2005,13.19182288,0.710581483,0.124400384,12401139454,162.4327286,6.65360308,4.10098124,2.5,Low income,160,1.868965667,15.3
Ethiopia,2006,13.1494592,0.729345788,0.127784813,15280861835,194.6874329,8.66179371,4.45757294,2.470000029,Low income,180,1.968670438,14.9
Ethiopia,2007,13.08556774,0.752605803,0.131667197,19707616773,244.2860523,11.98231506,5.00128365,2.434999943,Low income,220,2.089402316,14.5
Ethiopia,2008,13.00771605,0.777687909,0.137179686,27066912635,326.4368228,13.45180225,4.28063917,2.405999899,Low income,280,2.216795498,14.2
Ethiopia,2009,12.93074449,0.803210668,0.143116315,32437389116,380.5690032,15.63803864,4.64983416,2.380000114,Low income,340,2.342326101,13.7
Ethiopia,2010,12.85954924,0.826654973,0.149177892,29933790334,341.5541227,16.7058506,5.46637249,2.338999987,Low income,380,2.492029145,13.1
Ethiopia,2011,12.79177936,0.846170603,0.155460739,31952763089,354.4795719,15.11117077,4.46897888,2.312000036,Low income,390,2.650281716,12.4
Ethiopia,2012,12.71723941,0.84696836,0.161379738,43310721414,467.0778718,20.66479492,4.53959608,2.286999941,Low income,410,2.807022542,11.3
Ethiopia,2013,12.64327668,0.84078756,0.167919658,47648211133,499.5315302,19.88365173,4.07506514,2.25,Low income,470,2.963459146,10.4
Ethiopia,2014,12.58020382,0.856713194,0.176049728,55612228234,566.9264029,22.27192688,4.03363609,2.262000084,Low income,550,3.122199393,10
Ethiopia,2015,12.53499297,0.875983914,0.18334436,64589334979,640.5419231,23.91623878,3.82317114,2.273999929,Low income,600,3.278858254,10
Ethiopia,2016,12.51938294,0.906263753,0.190936202,74296618481,717.1248698,25.07559586,3.60033059,2.288000107,Low income,670,3.431636169,9.8
Ethiopia,2017,12.50600217,0.946599132,0.199393955,81770791971,768.5230154,24.92481232,3.45336151,2.299000025,Low income,740,3.6089115,9.6
Ethiopia,2018,12.49109937,0.981752024,0.140148,84269348327,771.5248663,24.29408836,3.30818701,2.318000078,Low income,800,3.774065532,9.5
Ethiopia,2019,12.4783903,1.010137011,0.140148,95912590628,855.7608852,26.74220467,3.23808599,2.325999975,Low income,850,3.939083216,9.5
Fiji,2000,11.44233374,1.482378617,3.510400672,1678239218,2069.317455,77.02472687,3.42441201,3.992000103,Upper middle income,2230,3.740103384,11.7
Fiji,2001,11.43601135,1.468660631,3.476920848,1652464201,2030.246351,64.19378662,2.90547323,3.907000065,Upper middle income,2140,3.813700414,11.4
Fiji,2002,11.43140985,1.435578138,3.531448525,1833279985,2248.714191,73.04816437,2.983495,3.872999907,Upper middle income,2160,3.870224154,11
Fiji,2003,11.42657186,1.426448447,3.595614407,2300453634,2818.91392,91.39411163,2.97298193,3.905999899,Upper middle income,2410,3.834369607,10.5
Fiji,2004,11.42320403,1.38657788,3.619722683,2708078477,3311.159895,117.6728058,3.25768542,3.811000109,Upper middle income,3020,3.894432909,10
Fiji,2005,11.42168407,1.376962699,3.717121383,2980484920,3627.632856,129.1028748,3.25656676,3.890000105,Upper middle income,3570,3.871220791,10.2
Fiji,2006,11.43309714,1.329113028,3.873939061,3076305453,3715.932657,135.927002,3.34798169,3.959000111,Upper middle income,3590,3.841667665,9.9
Fiji,2007,11.4582939,1.293484418,3.994813779,3378314600,4040.152119,150.6446686,3.41514993,4.107999802,Upper middle income,3790,3.815789866,10.1
Fiji,2008,11.49489769,1.299152392,4.130571275,3523185920,4167.694935,143.7378388,3.1846714,4.162000179,Upper middle income,3980,3.794015448,10.2
Fiji,2009,11.52270846,1.271924295,4.238938261,2870624636,3362.820495,128.657898,3.53587651,4.309999943,Upper middle income,3850,3.849068748,10.2
Fiji,2010,11.53828758,1.273797291,4.235236954,3140508836,3652.535933,135.1687012,3.416641,4.309999943,Upper middle income,3650,3.848641936,10.1
Fiji,2011,11.54042768,1.274840267,4.221972787,3774530616,4371.447385,149.0231628,3.14293504,4.409999847,Upper middle income,3770,3.834614649,10.3
Fiji,2012,11.54038149,1.273217857,4.244263194,3972012571,4591.577015,162.4148254,3.2655499,4.420000076,Upper middle income,4140,3.803767048,10.5
Fiji,2013,11.54505826,1.255512315,4.307850451,4190143206,4840.72727,167.8108673,3.20040703,4.327000141,Upper middle income,4710,3.812937894,10.5
Fiji,2014,11.54313652,1.224802232,4.410447052,4856963230,5605.609148,188.8343201,3.3686049,4.289999962,Upper middle income,5020,3.809659241,10.3
Fiji,2015,11.54363693,1.208462026,4.507672396,4682546863,5390.714207,179.2209778,3.32468939,4.295000076,Upper middle income,5100,3.800291852,10
Fiji,2016,11.53399462,1.189115548,4.619828579,4930204230,5651.272721,185.346756,3.27979708,4.320000172,Upper middle income,5280,3.756151726,10
Fiji,2017,11.52145421,1.177602236,4.768532111,5353404422,6101.02389,194.4366608,3.18689561,4.277999878,Upper middle income,5370,3.78372626,9.9
Fiji,2018,11.52777001,1.156708295,4.176272031,5581371848,6317.41372,216.0964203,3.42045617,4.333000183,Upper middle income,5910,3.78868404,9.7
Fiji,2019,11.54004811,1.135143963,4.176272031,5496264766,6175.890653,235.6750183,3.81607008,4.447999954,Upper middle income,5800,3.80022756,9.5
Finland,2000,15.34172307,2.621201714,19.25883852,1.26E+11,24345.91482,1722.832642,7.09253168,11.13000011,High income,10380,6.887735892,21.7
Finland,2001,15.28584638,2.541440348,19.2890822,1.30E+11,24967.79252,1806.050171,7.25090408,10.28999996,High income,25850,6.905658558,21.2
Finland,2002,15.17866149,2.405085306,16.66558093,1.40E+11,26997.75299,2054.262939,7.62769508,10.42000008,High income,25620,6.838061897,19.2
Finland,2003,15.05245186,2.336428114,21.6050624,1.72E+11,32927.68029,2606.775879,7.93805122,10.47000027,High income,28800,6.748511708,18.9
Finland,2004,14.94440668,2.312761155,26.41897489,1.97E+11,37772.17811,3035.97876,8.05912876,10.35999966,High income,35380,6.657095066,18.9
Finland,2005,14.89395494,2.265760735,26.3770387,2.05E+11,39054.85044,3228.952148,8.28795624,8.380000114,High income,40230,6.638940516,16.9
Finland,2006,14.93096733,2.24225146,27.48691819,2.17E+11,41222.602,3407.665527,8.2841177,7.71999979,High income,42840,6.687127861,18.2
Finland,2007,15.02631511,2.224879225,26.74478845,2.56E+11,48476.39273,3911.96582,8.08359337,6.849999905,High income,46190,6.716440383,17
Finland,2008,15.14636079,2.192730455,20.26759214,2.86E+11,53772.79424,4481.216797,8.34310627,6.369999886,High income,50160,6.802147574,18.1
Finland,2009,15.24527142,2.150734535,25.95776763,2.53E+11,47481.48454,4347.121582,9.16122246,8.25,High income,48950,6.865252616,17.9
Finland,2010,15.28034795,2.066708477,26.84002239,2.49E+11,46505.30318,4249.602051,9.14202785,8.390000343,High income,49750,6.895027664,16.4
Finland,2011,15.24587687,1.963603229,24.29896979,2.76E+11,51148.93164,4715.935059,9.22303009,7.78000021,High income,50260,6.899723896,15.7
Finland,2012,15.17467291,1.862783088,22.53449045,2.58E+11,47708.06128,4572.523438,9.5857954,7.690000057,High income,48970,6.841321397,14.9
Finland,2013,15.08974583,1.771965016,17.72106816,2.71E+11,49892.22336,4892.097168,9.80534649,8.18999958,High income,49510,6.775778917,15
Finland,2014,15.01872918,1.658446087,23.3802802,2.75E+11,50327.24029,4922.675781,9.78115082,8.659999847,High income,49420,6.72834607,13.7
Finland,2015,14.98095161,1.573696147,23.95034855,2.35E+11,42801.90812,4127.149902,9.64523888,9.380000114,High income,47180,6.723933646,12.1
Finland,2016,14.92820221,1.550811313,22.97514384,2.41E+11,43814.02651,4107.062988,9.37796021,8.819999695,High income,45530,6.654956256,13.3
Finland,2017,14.87646392,1.525854256,23.05530042,2.56E+11,46412.13648,4233.468262,9.12670135,8.640000343,High income,44840,6.581686028,14.4
Finland,2018,14.9041126,1.523445581,23.21779031,2.76E+11,49988.91085,4515.677246,9.03608513,7.360000134,High income,48290,6.571802125,14.4
Finland,2019,14.9640173,1.555988361,23.21779031,2.69E+11,48628.64176,4450.302734,9.15348339,6.690000057,High income,50010,6.584019287,13.4
France,2000,17.21519675,2.552257926,18.40443436,1.37E+12,22419.69482,2161.853027,9.58447742,10.22000027,High income,9130,7.997618601,15.8
France,2001,17.22574137,2.533882832,18.44078222,1.38E+12,22452.98238,2192.71582,9.70562744,8.609999657,High income,23870,8.009861775,15.4
France,2002,17.21666438,2.498179937,18.89105969,1.50E+12,24292.58023,2449.758301,10.02218628,8.699999809,High income,23150,7.994589029,15.6
France,2003,17.19453667,2.45830384,18.33204264,1.84E+12,29633.67898,3006.305908,10.08283329,8.31000042,High income,26000,7.969417475,15.7
France,2004,17.17470849,2.452928151,18.73476235,2.12E+12,33803.3096,3458.627441,10.16429329,8.909999847,High income,31460,8.102667444,15.3
France,2005,17.15750149,2.43462268,18.36650009,2.20E+12,34773.15015,3575.025146,10.2148447,8.489999771,High income,35920,8.1117141,14.8
France,2006,17.1110365,2.41718204,18.85702752,2.32E+12,36474.15959,3811.551758,10.38566494,8.449999809,High income,37890,8.162752025,14.4
France,2007,17.02408199,2.406222276,20.10689965,2.66E+12,41561.20051,4312.310547,10.31564426,7.659999847,High income,40160,8.213727691,13.8
France,2008,16.92318041,2.405018192,20.96142343,2.93E+12,45519.29688,4807.374512,10.50084686,7.059999943,High income,43540,8.22543119,14
France,2009,16.83441746,2.421138863,21.39998318,2.70E+12,41740.24303,4737.578125,11.28756237,8.739999771,High income,44070,8.228745758,14.1
France,2010,16.78829288,2.403228057,22.28531894,2.65E+12,40677.98514,4592.383301,11.22560215,8.869999886,High income,43970,8.256626906,13.9
France,2011,16.76626045,2.342403095,23.26616386,2.87E+12,43848.10605,4931.87793,11.18497658,8.81000042,High income,44440,8.265151361,13.6
France,2012,16.72828236,2.232446845,22.35988328,2.68E+12,40872.36246,4644.595703,11.29740047,9.399999619,High income,43410,8.213682584,13.4
France,2013,16.68764503,2.160213704,23.59075428,2.81E+12,42605.04438,4893.476074,11.41635036,9.920000076,High income,43800,8.172989048,12.5
France,2014,16.65298207,2.088638002,24.14252346,2.86E+12,43068.54872,4982.991211,11.54441643,10.28999996,High income,43340,8.163668179,11.4
France,2015,16.63925574,2.03135362,24.12030446,2.44E+12,36652.92231,4201.555664,11.4475565,10.35000038,High income,41130,8.051403577,11.5
France,2016,16.64083256,1.956505008,24.39705756,2.47E+12,37062.53357,4257.149902,11.47163677,10.05000019,High income,39100,8.120421102,10.7
France,2017,16.64263704,1.918982125,24.83019165,2.60E+12,38781.04949,4402.07959,11.33276176,9.409999847,High income,38320,8.0765197,10.4
France,2018,16.63718331,1.879746035,21.1807033,2.79E+12,41592.7959,4657.75293,11.18583012,9.020000458,High income,41130,8.039350688,10
France,2019,16.63237224,1.825613936,21.1807033,2.73E+12,40578.64429,4491.735352,11.05747223,8.409999847,High income,42330,7.956517959,9.7
Gabon,2000,13.18839968,1.079797595,1.244747334,5080483464,4135.99238,127.9613724,2.90536737,17.34300041,Upper middle income,3100,2.931567012,19.4
Gabon,2001,13.19424008,1.083262226,1.311049313,5023265365,3993.031336,125.8794708,3.15246463,17.22599983,Upper middle income,3430,2.959530881,18.3
Gabon,2002,13.20110552,1.07744069,1.329924205,5335451308,4141.434366,137.9282532,3.33046246,17.17399979,Upper middle income,3610,3.018106722,16.9
Gabon,2003,13.202324,1.082911141,1.377210452,6511903657,4933.46217,174.4916077,3.53691506,17.07099915,Upper middle income,3880,3.057683006,16.6
Gabon,2004,13.20609371,1.086014783,1.383211247,7770219480,5739.613204,191.2083893,3.33140016,17.00900078,Upper middle income,4310,3.13397265,15.2
Gabon,2005,13.20157814,1.120554422,1.411123501,9582783318,6891.36192,199.664856,2.93410254,16.90999985,Upper middle income,5520,3.283293128,15.7
Gabon,2006,13.1873899,1.146126087,1.483672783,10327598801,7221.369877,223.4990997,3.14508867,17.67099953,Upper middle income,5740,3.387721187,16.3
Gabon,2007,13.15510485,1.177839095,1.505409906,12455410056,8458.309179,267.6078186,3.16386676,18.2840004,Upper middle income,6590,3.467278104,16
Gabon,2008,13.11771332,1.192361819,1.541742457,15571349776,10254.17196,286.5473938,2.79445171,19.09399986,Upper middle income,7320,3.521715442,17.3
Gabon,2009,13.08705658,1.211627567,1.556438856,12113699661,7721.018953,298.6123962,3.83981347,19.76399994,Upper middle income,7590,3.633357734,15.9
Gabon,2010,13.07001266,1.213548459,1.543932207,14372591916,8849.322608,219.0719147,2.47556782,20.38999939,Upper middle income,7850,3.762262471,15.8
Gabon,2011,13.07091549,1.228327947,1.582583485,18210308748,10809.68495,276.480011,2.55771661,20.42900085,Upper middle income,8120,3.88336671,15.8
Gabon,2012,13.06805781,1.267043522,1.612979661,17170465294,9813.505747,237.5818787,2.42097521,20.48800087,Upper middle income,9090,4.087505022,14
Gabon,2013,13.0760595,1.300367597,1.62080065,17595745653,9683.58162,275.0975342,2.8408711,20.52099991,Upper middle income,9330,4.301812607,13.6
Gabon,2014,13.08299566,1.335865915,1.6774449,18203968002,9663.42411,244.757019,2.53282118,20.57299995,Upper middle income,9330,4.474444147,15.4
Gabon,2015,13.08907592,1.361166722,1.741117512,14383107714,7384.700704,196.2439728,2.6574378,20.61300087,Upper middle income,7970,4.609917704,15.2
Gabon,2016,13.10698691,1.386053552,1.77635294,14023890620,6984.419712,217.0552063,3.10769749,20.66900063,Upper middle income,7080,4.740358866,14.6
Gabon,2017,13.12584999,1.41759307,1.811051106,14929488771,7230.434912,201.0585327,2.78068829,20.72100067,Upper middle income,6510,4.891599931,13.8
Gabon,2018,13.12578889,1.441893444,1.542837332,16867325127,7959.007267,218.4752808,2.74500299,20.74900055,Upper middle income,6830,5.030707632,13.6
Gabon,2019,13.11185042,1.459982104,1.542837332,16874405840,7766.996554,215.0191498,2.76836205,20.74200058,Upper middle income,7170,5.144662737,13.1
Gambia,2000,13.0975022,0.55289659,0.241493242,782915402.4,594.1493885,50.86863708,6.63892317,9.083000183,Low income,620,2.372743346,11.1
Gambia,2001,13.10960977,0.553775081,0.255249577,687408804.6,505.4216361,42.06741714,5.70734835,9.109999657,Low income,560,2.426848238,11.3
Gambia,2002,13.11735036,0.566565775,0.266636914,578236035.1,411.7718939,40.10683441,6.35030413,9.217000008,Low income,440,2.477350924,11.5
Gambia,2003,13.12718496,0.596879568,0.277608518,487038821.6,335.906217,32.37854767,5.56995296,9.161000252,Low income,390,2.537292254,11.5
Gambia,2004,13.13056991,0.660146347,0.295201988,961900106.9,642.7562183,35.62044907,5.54182816,9.18599987,Low income,470,2.605911563,11.6
Gambia,2005,13.12424271,0.684706555,0.30709824,1027702254,665.7202157,38.13536453,5.72842979,9.293000221,Low income,520,2.673451583,11.4
Gambia,2006,13.09826738,0.681778532,0.315674155,1054113427,662.3628772,41.04983521,6.19758415,9.303999901,Low income,640,2.749976778,11.4
Gambia,2007,13.04862852,0.690439684,0.325088998,1279704745,780.3810509,44.29708099,5.67628479,9.300999641,Low income,700,2.807729228,11.2
Gambia,2008,12.98808242,0.674342763,0.336122193,1561763437,924.5098746,50.54489899,5.46723223,9.300000191,Low income,810,2.888023433,11.2
Gambia,2009,12.94195654,0.695999084,0.346799966,1450140386,833.2813604,43.181633,5.18213415,9.324000359,Low income,880,2.97558498,10.9
Gambia,2010,12.91462743,0.702995298,0.360061127,1543292393,860.6364339,43.80532837,5.08982468,9.357999802,Low income,890,3.082489168,10.6
Gambia,2011,12.91593802,0.659916405,0.374993184,1409694554,762.7631177,41.94842529,5.49951601,9.508999825,Low income,760,3.207083029,11
Gambia,2012,12.92408854,0.680951426,0.393970555,1415006238,742.7776286,38.35943222,5.1643424,9.420000076,Low income,760,3.327985575,10.8
Gambia,2013,12.93472526,0.714570535,0.407694603,1375608956,700.5160422,27.41661644,3.91374874,9.453000069,Low income,730,3.440277782,10.7
Gambia,2014,12.9441623,0.787712099,0.421937606,1229460602,607.4299047,27.0407753,4.451684,9.503000259,Low income,650,3.561335104,10.6
Gambia,2015,12.95325308,0.776305494,0.43697296,1378176868,660.7235712,20.98540878,3.17612934,9.467000008,Low income,620,3.710945046,10.3
Gambia,2016,12.9682584,0.839090887,0.451434507,1484579844,690.7804932,25.43909264,3.68266177,9.498000145,Low income,620,3.856215393,9.9
Gambia,2017,12.97503562,0.90333491,0.462119857,1504909753,679.7550717,28.17404747,4.14472675,9.484999657,Low income,660,4.010479157,9.8
Gambia,2018,12.99993719,0.920661643,0.341461079,1670670669,732.7207273,35.81452942,4.8878727,9.475999832,Low income,720,4.175157907,9.6
Gambia,2019,13.0481445,0.951012092,0.341461079,1812529105,772.0459142,29.72580338,3.82171082,9.498000145,Low income,750,4.344146874,9.6
Georgia,2000,11.46636693,0.58011528,4.638088921,3057475289,749.9085236,51.85281754,7.194592,10.81999969,Upper middle income,790,4.004372812,6.6
Georgia,2001,11.46214234,0.554267708,4.621251617,3219488664,801.9904139,55.22227478,7.16950893,11.15999985,Upper middle income,780,3.982085949,6.1
Georgia,2002,11.44039354,0.540615534,4.719267449,3395728014,853.5164537,64.06044006,7.81474257,12.59000015,Upper middle income,840,3.868328314,7.3
Georgia,2003,11.40802883,0.504219307,4.712960909,3991284895,1010.00798,77.73462677,8.02952862,11.51000023,Upper middle income,990,3.869373285,5.7
Georgia,2004,11.37698499,0.505705445,4.743173078,5125365192,1305.047486,100.874176,8.08910847,12.61999989,Upper middle income,1210,3.841405732,6.4
Georgia,2005,11.34412753,0.464052703,4.731581496,6410823633,1642.760938,126.4450836,8.07734108,13.81000042,Upper middle income,1520,3.875811365,5.5
Georgia,2006,11.30210713,0.461773792,4.586275958,7745394293,1996.057129,145.0523071,7.63208055,13.56999969,Upper middle income,1910,3.912922712,5.3
Georgia,2007,11.24313021,0.506656881,4.482152417,10172882371,2635.353882,186.6177826,7.4351778,13.27999973,Upper middle income,2380,3.951937321,5.2
Georgia,2008,11.1826805,0.55447795,4.549759625,12795076469,3324.735879,268.1403503,8.44467163,17.87000084,Upper middle income,2820,3.81295706,6.5
Georgia,2009,11.12747001,0.585563948,4.708802808,10766836277,2822.66743,257.0617676,9.56681633,20.70999908,Upper middle income,2950,3.819892031,7.4
Georgia,2010,11.09282589,0.578337767,4.917717253,12243505583,3233.295943,271.0166626,9.07341194,20.20000076,Upper middle income,3210,3.811657487,7
Georgia,2011,11.06762935,0.583409029,4.813273387,15107441447,4021.743306,296.6886902,8.0144434,19.62999916,Upper middle income,3520,3.824345401,7.2
Georgia,2012,11.0522198,0.601361709,4.758723702,16488403076,4421.818242,326.4760742,8.04715919,19.64999962,Upper middle income,4150,3.856444702,7.7
Georgia,2013,11.04020696,0.637015911,4.787221135,17189551521,4623.745725,334.6890564,7.88304806,19.42000008,Upper middle income,4530,3.93266149,8.2
Georgia,2014,11.02791808,0.659553089,4.728437537,17627003455,4739.188338,345.2559815,7.90386868,17.44000053,Upper middle income,4740,3.967172113,8.6
Georgia,2015,11.01691714,0.664695505,4.781831501,14953950557,4014.185944,275.8408203,7.42301512,16.51000023,Upper middle income,4410,3.968821449,8.8
Georgia,2016,11.0034593,0.647510592,4.935374621,15141758567,4062.169888,301.5457764,7.99670744,16.60000038,Upper middle income,4080,3.909538956,9
Georgia,2017,10.9942563,0.637875598,5.005930853,16242916916,4357.000936,285.9877014,7.05804443,13.93999958,Upper middle income,4040,3.906719977,8.1
Georgia,2018,11.00910961,0.634161783,4.730009516,17599700091,4722.787783,312.7469177,7.11329746,12.67000008,Upper middle income,4460,3.920207235,7.9
Georgia,2019,11.05533741,0.633464641,4.730009516,17477255562,4697.983652,291.1220398,6.65744257,11.56999969,Upper middle income,4690,3.945287771,7.7
Germany,2000,14.60195217,1.537513031,27.71238381,1.95E+12,23694.76048,2344.354736,9.8881979,7.920000076,High income,20190,6.256968665,11.2
Germany,2001,14.63212843,1.509283794,28.10437833,1.95E+12,23628.32721,2346.61499,9.92046165,7.769999981,High income,24770,6.322022692,11.1
Germany,2002,14.70456643,1.48340149,30.56514997,2.08E+12,25197.2656,2567.50293,10.18365669,8.479999542,High income,23680,6.358821123,11
Germany,2003,14.78830604,1.470467846,28.77305518,2.50E+12,30310.3576,3152.794189,10.40202236,9.779999733,High income,26140,6.403575656,10.8
Germany,2004,14.86430997,1.441337579,27.32266789,2.81E+12,34106.65812,3459.824951,10.14603138,10.72999954,High income,31670,6.506551957,10.4
Germany,2005,14.89883371,1.400043071,27.48157334,2.85E+12,34520.23965,3558.213379,10.3115406,11.17000008,High income,35770,6.544099148,9.8
Germany,2006,14.93020923,1.368362659,28.90261036,2.99E+12,36353.88033,3697.921631,10.17961693,10.25,High income,38270,6.579969754,9.3
Germany,2007,14.99497023,1.345804489,28.14805355,3.43E+12,41640.08087,4182.799316,10.05104923,8.659999847,High income,40470,6.603238437,8.9
Germany,2008,15.07612921,1.336700511,27.53169138,3.75E+12,45612.71062,4669.65332,10.25105095,7.519999981,High income,43650,6.614613498,9.1
Germany,2009,15.13942204,1.335861012,29.0491262,3.41E+12,41650.36783,4674.783203,11.23758507,7.739999771,High income,43660,6.601761366,9.1
Germany,2010,15.17594685,1.34157005,29.72911886,3.40E+12,41572.45595,4611.275879,11.09557819,6.96999979,High income,44680,6.609908626,9.5
Germany,2011,15.18341557,1.335999963,30.85612639,3.75E+12,46705.8958,5037.370117,10.77818966,5.820000172,High income,47320,6.627073333,9.3
Germany,2012,15.20331861,1.313436611,30.0850896,3.53E+12,43855.85447,4765.583008,10.85323715,5.380000114,High income,46560,6.62547486,9
Germany,2013,15.21521164,1.303645942,30.22220703,3.73E+12,46298.92292,5099.641113,10.99795437,5.230000019,High income,47220,6.586519619,9.2
Germany,2014,15.22465035,1.29160325,29.85740542,3.89E+12,48023.86998,5307.082031,11.02157784,4.980000019,High income,47640,6.61261018,9.2
Germany,2015,15.22788799,1.274919786,33.02800096,3.36E+12,41103.25644,4624.556641,11.18370342,4.619999886,High income,45780,6.532473392,9
Germany,2016,15.17141717,1.254562537,33.14021602,3.47E+12,42136.12079,4744.229492,11.23563671,4.119999886,High income,44280,6.522728398,8.8
Germany,2017,15.10134299,1.251764395,33.57429971,3.69E+12,44652.58917,5055.821289,11.32935143,3.75,High income,43700,6.527893795,8.3
Germany,2018,15.05828861,1.238032459,29.38912253,3.98E+12,47973.60762,5481.987305,11.45038891,3.380000114,High income,47190,6.493200425,8.5
Germany,2019,15.00078996,1.215067217,29.38912253,3.89E+12,46794.89929,5440.251465,11.69724941,3.140000105,High income,48600,6.427233682,8.3
Ghana,2000,11.43118629,0.581698578,0.603531769,4983024408,258.4710399,16.60114098,2.79087734,10.46000004,Lower middle income,340,2.136146371,9.8
Ghana,2001,11.437465,0.610354453,0.624788052,5314909954,269.0149848,19.63329506,3.17252946,9.501000404,Lower middle income,300,2.150069327,10.5
Ghana,2002,11.44622656,0.63484775,0.63916321,6166330136,304.564636,20.25615883,2.8882091,8.534999847,Lower middle income,270,2.178780659,11
Ghana,2003,11.45769001,0.659805642,0.653975428,7632406553,367.8213621,23.8780365,2.83229733,7.563000202,Lower middle income,320,2.211850137,11.4
Ghana,2004,11.46830046,0.68775642,0.669412865,8881368538,417.5080667,26.37380219,2.77140665,6.592999935,Lower middle income,380,2.250875227,11.9
Ghana,2005,11.47343506,0.702683707,0.690947126,10744675210,492.5440562,40.9943161,3.64265633,5.618999958,Lower middle income,460,2.291647748,12.2
Ghana,2006,11.46765126,0.712651552,0.715326278,20440893017,913.3938493,47.44151688,3.68296194,4.639999866,Lower middle income,600,2.336982806,12.3
Ghana,2007,11.4558907,0.719242687,0.73522964,24827844950,1081.166318,56.52696991,3.81368589,4.842999935,Lower middle income,790,2.389842734,12.4
Ghana,2008,11.4391198,0.74010699,0.746998389,28678701891,1217.064435,63.90114212,3.89917445,4.992000103,Lower middle income,1150,2.463790521,12.9
Ghana,2009,11.4203319,0.766197071,0.771489022,26048108185,1077.662058,63.79364777,4.42220068,5.217000008,Lower middle income,1190,2.536433728,13
