Entity,Year,gdp_current,gdp_per_capita,health expenditure (per capita),health expenditure (% GDP),unemployment rate,Income group,Income
Hungary,2002,67608919144.0,6655.333009,473.1278381,7.12101698,5.610000134,High income,5290.0
IBRD only,2002,6012380000000.0,1474.477828,77.18601296,5.189221827,6.379267669,,
IDA & IBRD total,2002,6589850000000.0,1265.071417,64.33877673,5.066190594,6.010834487,,
IDA total,2002,578491000000.0,511.2894778,17.04183574,3.758770788,4.374710299,,
IDA blend,2002,228079000000.0,604.1624192,18.78712834,3.020817602,3.554661241,,
Indonesia,2002,195661000000.0,900.1775881,19.39154434,1.98062718,6.599999905,Lower middle income,790.0
IDA only,2002,351287000000.0,465.9451661,16.17720648,4.23720296,4.738785821,,
Isle of Man,2002,1947332922.0,24864.43629,,,,High income,23780.0
India,2002,514938000000.0,470.9867868,20.23548126,4.24016666,5.53000021,Lower middle income,460.0
Not classified,2002,,,,,,,
Ireland,2002,128596000000.0,32705.43456,2200.357422,6.67468452,4.21999979,High income,24900.0
"Iran, Islamic Rep.",2002,128627000000.0,1911.678649,105.7711716,4.77904272,12.80000019,Lower middle income,1880.0
Iraq,2002,32928454672.0,1320.734706,,,8.852000237,Upper middle income,1420.0
Iceland,2002,9318395055.0,32409.21615,3091.28833,9.46551323,2.99000001,High income,30930.0
Israel,2002,121148000000.0,18439.64616,1403.31604,7.13073444,12.89000034,High income,18600.0
Italy,2002,1276770000000.0,22376.2979,1762.537598,7.86693525,9.210000038,High income,20770.0
Jamaica,2002,9719017926.0,3609.203331,171.2720642,4.74544334,14.18999958,Upper middle income,3250.0
Jordan,2002,9582453032.0,1802.055064,174.0001984,9.36340237,15.30000019,Upper middle income,1780.0
Japan,2002,4182850000000.0,32820.79364,2404.646484,7.35235357,5.389999866,High income,34790.0
Kazakhstan,2002,24636593223.0,1658.030785,59.46535873,3.61480069,9.329999924,Upper middle income,1530.0
Kenya,2002,13147743911.0,389.5426302,21.68992996,4.95863724,2.996000051,Lower middle income,380.0
Kyrgyzstan,2002,1605643105.0,321.7270332,14.77255917,4.59219551,12.55000019,Lower middle income,290.0
Cambodia,2002,4284028483.0,338.9874773,24.55882645,7.23566914,1.097000003,Lower middle income,320.0
Kiribati,2002,72196457.68,826.9168653,98.50437927,11.9012785,,Lower middle income,1250.0
St. Kitts and Nevis,2002,481077373.7,10650.84515,473.8865356,4.45210552,,High income,9370.0
"Korea, Rep.",2002,627246000000.0,13165.06574,544.0371704,4.16491032,3.049999952,High income,12850.0
Kuwait,2002,38137545245.0,17846.37616,557.5675659,3.12468719,1.100000024,High income,18930.0
Latin America & Caribbean (excluding high income),2002,1733180000000.0,3572.771294,230.6493061,6.397169481,8.460614208,,
Lao PDR,2002,1758176653.0,320.0614597,13.1817894,3.69751191,1.797000051,Lower middle income,320.0
Lebanon,2002,19152238806.0,4579.459593,418.0903015,9.28530312,8.088000298,Upper middle income,4200.0
Liberia,2002,927000000.0,306.4739396,9.05239582,2.89440227,2.14199996,Low income,250.0
Libya,2002,20481889764.0,3703.042952,180.9859467,4.89009905,19.64900017,Upper middle income,5170.0
Saint Lucia,2002,900000000.0,5646.456535,304.0297852,5.38443518,20.38999939,Upper middle income,5010.0
Latin America & Caribbean,2002,2013410000000.0,3759.810916,238.2797261,6.493695433,8.944072833,,
Least developed countries: UN classification,2002,230496000000.0,333.6323186,13.04999139,3.828366533,4.334821099,,
Low income,2002,201796000000.0,492.4827678,14.61868448,4.485981701,5.020786653,,
Liechtenstein,2002,2688630823.0,79345.75247,,,,High income,65050.0
Sri Lanka,2002,16536535647.0,867.4914868,42.84844971,4.1731143,8.760000229,Lower middle income,840.0
Lower middle income,2002,1647510000000.0,651.0138692,26.23700986,3.867096064,5.63959727,,
Low & middle income,2002,6217670000000.0,1205.304134,60.27887939,4.965424831,5.812094861,,
Lesotho,2002,775780697.7,382.1896086,23.51197433,6.74524212,33.86000061,Lower middle income,590.0
Late-demographic dividend,2002,3728450000000.0,1797.942999,94.34800521,5.302840984,5.547789951,,
Lithuania,2002,14259781159.0,4141.592702,254.3668823,6.14446115,13.01000023,High income,1110.0
Luxembourg,2002,23649833332.0,53005.73392,3600.867432,6.73847198,2.619999886,High income,42740.0
Latvia,2002,9557031605.0,4136.933297,237.295166,5.77001858,13.82999992,High income,5590.0
"Macao SAR, China",2002,7371723056.0,16424.93211,,,6.269999981,High income,16290.0
St. Martin (French part),2002,,,,,,High income,
Morocco,2002,42236836821.0,1416.488396,63.52367401,4.42979431,11.59000015,Lower middle income,1370.0
Monaco,2002,2968987019.0,90506.85951,1560.809448,1.79035473,,High income,
Moldova,2002,1661818168.0,570.9726454,33.9242363,7.40437651,6.800000191,Upper middle income,590.0
Madagascar,2002,5351701534.0,319.2163788,15.86859512,4.97110605,5.354000092,Low income,280.0
Maldives,2002,897031250.0,3049.207981,247.301651,8.78440094,4.188000202,Upper middle income,2620.0
Middle East & North Africa,2002,1035740000000.0,3163.883187,153.0258862,4.712050431,12.234552,,
Mexico,2002,772106000000.0,7593.137345,385.0985107,5.0716424,3.0,Upper middle income,7100.0
Marshall Islands,2002,131738200.0,2515.624045,362.4295349,14.37911701,,Upper middle income,3100.0
Middle income,2002,6022310000000.0,1268.166181,63.87131439,4.980299139,5.870722496,,
North Macedonia,2002,4018365247.0,1989.135125,175.036026,8.97826958,31.94000053,Upper middle income,1820.0
Mali,2002,3908139487.0,336.4187392,16.81324387,4.99772739,7.164000034,Low income,290.0
Malta,2002,4470446391.0,11289.88984,830.6463013,7.70661688,6.900000095,High income,10710.0
Myanmar,2002,6110633154.0,128.0997081,6.86361122,2.57854128,0.671999991,Lower middle income,120.0
Middle East & North Africa (excluding high income),2002,523457000000.0,1809.616019,86.27963979,5.006813801,13.32898142,,
Montenegro,2002,1284685051.0,2106.635068,,,29.13400078,Upper middle income,1970.0
Mongolia,2002,1396555720.0,571.594979,29.65744781,4.43462992,6.199999809,Lower middle income,530.0
Northern Mariana Islands,2002,1284000000.0,21981.78456,,,,High income,
Mozambique,2002,5677003239.0,302.5452337,10.01789761,3.34283662,2.89199996,Low income,290.0
Mauritania,2002,1777058593.0,639.6675829,25.60134125,4.00226164,9.819999695,Lower middle income,650.0
Mauritius,2002,4841310240.0,4018.948897,135.9414368,3.23190355,8.199999809,Upper middle income,3960.0
Malawi,2002,3495748398.0,298.4334104,11.26799107,3.77586961,5.813000202,Low income,170.0
Malaysia,2002,100846000000.0,4165.726104,121.0818405,2.66876554,3.480000019,Upper middle income,3790.0
North America,2002,11701000000000.0,36674.72878,5011.739435,13.64856715,5.97415241,,
Namibia,2002,3349184760.0,1808.884899,176.7079163,9.73386574,21.22699928,Upper middle income,2010.0
New Caledonia,2002,3740056751.0,16885.8944,,,16.93099976,High income,
Niger,2002,2782192987.0,228.2359086,11.05829048,4.85896921,1.889999986,Low income,220.0
Nigeria,2002,95385819321.0,741.7474939,18.20248985,2.49064016,3.881999969,Lower middle income,630.0
Nicaragua,2002,5224213018.0,1000.936715,57.37988281,5.73315907,7.578000069,Lower middle income,960.0
Netherlands,2002,473862000000.0,29343.245,2544.809082,8.64911556,2.549999952,High income,27090.0
Norway,2002,195524000000.0,43084.47247,3889.959473,9.00061893,4.019999981,High income,39890.0
Nepal,2002,6050875807.0,244.7208435,10.71954441,3.92991233,1.54400003,Lower middle income,240.0
Nauru,2002,,,298.3062134,13.1944294,,High income,
New Zealand,2002,66627729311.0,16874.18749,1246.313477,7.90045929,5.28000021,High income,14170.0
OECD members,2002,28564400000000.0,23435.43545,2411.310574,10.26802091,7.129058542,,
Oman,2002,20142756047.0,8626.965234,274.3796082,3.18044019,4.204999924,High income,8000.0
Other small states,2002,98114311646.0,4534.112424,249.0827004,4.918500626,13.47196713,,
Pakistan,2002,79904985385.0,534.3039007,15.18973827,2.82704878,0.547999978,Lower middle income,530.0
Panama,2002,12994310400.0,4126.232386,291.9536438,6.96316957,3.785000086,Upper middle income,3970.0
Peru,2002,54777553515.0,2021.240038,98.33521271,4.93902206,4.840000153,Upper middle income,1960.0
Philippines,2002,84307291974.0,1036.158331,27.33049011,2.63767314,3.625999928,Lower middle income,1130.0
Palau,2002,163184900.0,8307.957438,665.6698608,8.01948452,,High income,9200.0
Papua New Guinea,2002,2999511040.0,491.8343081,19.96473694,2.77562952,2.733999968,Lower middle income,480.0
Poland,2002,199072000000.0,5207.171421,315.8314514,6.0672431,19.88999939,High income,4900.0
Pre-demographic dividend,2002,304065000000.0,521.7059475,18.44805138,3.749496279,5.106990852,,
Puerto Rico,2002,71623500000.0,18731.45939,,,11.93999958,High income,11250.0
"Korea, Dem. People's Rep.",2002,,,,,2.90199995,,
Portugal,2002,134796000000.0,12936.69282,1139.402954,8.78642941,4.5,High income,11780.0
Paraguay,2002,7196260657.0,1300.852367,61.89070129,4.75770569,9.390000343,Upper middle income,1330.0
West Bank and Gaza,2002,3555800000.0,1156.217473,,,27.45999908,Lower middle income,1190.0
Pacific island small states,2002,3564053883.0,1776.616257,94.64440117,5.142166658,3.125870132,,
Post-demographic dividend,2002,27274400000000.0,26465.58518,2790.688087,10.51513771,6.754458784,,
French Polynesia,2002,,,,,11.71000004,High income,
Qatar,2002,19363736264.0,30214.67042,742.269043,2.46044087,0.851000011,High income,28400.0
Romania,2002,46066101951.0,2119.882673,96.57698822,4.57694626,8.109999657,Upper middle income,1950.0
Russian Federation,2002,345470000000.0,2377.529577,140.7553864,5.52166557,7.880000114,Upper middle income,2100.0
Rwanda,2002,1964779921.0,233.1512636,7.30057716,3.66946197,0.889999986,Low income,260.0
South Asia,2002,677627000000.0,469.712186,18.83124947,3.94661682,4.97555061,,
Saudi Arabia,2002,189606000000.0,8695.396483,369.5001831,4.2493763,5.269999981,High income,8370.0
Sudan,2002,18136839087.0,512.4412582,18.30408287,3.30010867,15.13099957,Low income,380.0
Senegal,2002,7006402592.0,681.3118508,26.9206295,3.95129871,5.650000095,Lower middle income,630.0
Singapore,2002,92537752709.0,22159.68886,757.1998291,3.358464,5.650000095,High income,22000.0
Solomon Islands,2002,346431958.3,795.6015338,80.39586639,10.10495281,1.825000048,Lower middle income,830.0
Sierra Leone,2002,1253340520.0,252.396007,28.83034897,11.42102432,3.388000011,Low income,200.0
El Salvador,2002,12664190300.0,2124.10182,186.4581757,8.77833939,5.730000019,Lower middle income,2000.0
San Marino,2002,1168269231.0,41464.74643,2219.18335,5.44233704,,High income,
Somalia,2002,,,,,19.0189991,Low income,
Serbia,2002,17120906918.0,2283.846685,173.2553253,8.0600071,13.80000019,Upper middle income,1520.0
Sub-Saharan Africa (excluding high income),2002,440595000000.0,628.5393212,30.11932437,4.904598571,6.765960721,,
South Sudan,2002,,,,,12.08100033,Low income,
Sub-Saharan Africa,2002,441298000000.0,629.4665765,30.16264391,4.904038682,6.765960721,,
Small states,2002,138660000000.0,4583.772558,242.5514458,4.85042471,12.63721059,,
Sao Tome and Principe,2002,85171308.17,577.628404,57.76805878,10.66279221,17.62999916,Lower middle income,
Suriname,2002,1093574468.0,2267.753984,162.9091034,5.70779514,11.15299988,Upper middle income,1930.0
Slovakia,2002,35297794386.0,6564.696314,254.127655,5.50947618,18.71999931,High income,
Slovenia,2002,23489890274.0,11777.15566,944.8713989,8.02119923,5.920000076,High income,
Sweden,2002,266849000000.0,29899.19525,2459.098389,8.21006203,4.96999979,High income,29090.0
Eswatini,2002,1432228125.0,1405.448706,77.6235733,5.5229826,25.36100006,Lower middle income,1570.0
Sint Maarten (Dutch part),2002,,,,,,High income,
Seychelles,2002,697518248.2,8331.261997,378.299469,4.56042624,,High income,6850.0
Syrian Arab Republic,2002,90558485523.0,5300.582812,63.93671417,4.52326918,10.92800045,Low income,1210.0
Turks and Caicos Islands,2002,366707910.0,15785.96255,,,,High income,
Chad,2002,1997005787.0,221.4165369,18.21106911,7.26788855,0.83099997,Low income,200.0
East Asia & Pacific (IDA & IBRD countries),2002,2041300000000.0,1117.760443,43.53564649,3.912301513,4.16517563,,
Europe & Central Asia (IDA & IBRD countries),2002,1023020000000.0,2359.845446,135.4055635,5.570500974,10.66674026,,
Togo,2002,1706698099.0,328.3981073,12.85665989,2.90226316,4.046999931,Low income,300.0
Thailand,2002,134301000000.0,2096.187802,69.9021225,3.334723,1.820000052,Upper middle income,1990.0
Tajikistan,2002,1221120799.0,190.0026776,8.35373688,4.43647242,14.4119997,Lower middle income,170.0
Turkmenistan,2002,4461978499.0,967.8874353,132.5186005,7.0219698,9.748000145,Upper middle income,750.0
Latin America & the Caribbean (IDA & IBRD countries),2002,1886130000000.0,3631.224153,238.0805481,6.49630019,9.042903195,,
Timor-Leste,2002,469506700.0,508.8405861,,,3.572999954,Lower middle income,750.0
Middle East & North Africa (IDA & IBRD countries),2002,519902000000.0,1816.637408,86.27963979,5.006813801,13.2296232,,
Tonga,2002,182763693.9,1845.669127,68.0438385,3.71628523,4.664000034,Upper middle income,2000.0
South Asia (IDA & IBRD),2002,677627000000.0,469.712186,18.83124947,3.94661682,4.97555061,,
Sub-Saharan Africa (IDA & IBRD countries),2002,441298000000.0,629.4665765,30.16264391,4.904038682,6.765960721,,
Trinidad and Tobago,2002,9008273721.0,7053.087371,338.2855225,4.72302485,10.39000034,High income,6760.0
Tunisia,2002,23142153760.0,2344.396907,125.9122696,5.37092733,14.55000019,Lower middle income,2180.0
Turkey,2002,240253000000.0,3687.956093,186.6913757,5.06227875,10.35999966,Upper middle income,3590.0
Tuvalu,2002,15450994.24,1610.653001,218.1291962,13.28484821,,Upper middle income,3310.0
Tanzania,2002,14142035080.0,411.9723218,17.41364098,4.68907547,3.039999962,Lower middle income,420.0
Uganda,2002,6178563591.0,245.5000403,15.92738056,4.75769854,3.5,Low income,250.0
Ukraine,2002,43956369917.0,911.9111514,52.87649155,5.99220037,10.14000034,Lower middle income,790.0
Upper middle income,2002,4374740000000.0,1972.243943,107.0691231,5.400393778,6.066154704,,
Uruguay,2002,13606494599.0,4090.891888,430.2504273,9.68134212,16.64999962,High income,5140.0
United States,2002,10936400000000.0,38023.16111,5322.742188,13.98185062,5.78000021,High income,37320.0
Uzbekistan,2002,9687788513.0,383.343068,24.47666931,5.44828367,10.14500046,Lower middle income,450.0
Saint Vincent and the Grenadines,2002,461885185.2,4272.956059,184.0023041,4.30659676,20.59199905,Upper middle income,3950.0
"Venezuela, RB",2002,92893587734.0,3700.87974,285.6197205,7.71828222,16.17000008,,3990.0
British Virgin Islands,2002,,,,,,High income,
Virgin Islands (U.S.),2002,3262000000.0,30062.02251,,,11.19499969,High income,
Vietnam,2002,35064105501.0,430.0528724,19.65594101,3.59967494,2.119999886,Lower middle income,450.0
Vanuatu,2002,262596597.8,1354.100243,52.87108231,3.9043777,1.921000004,Lower middle income,1230.0
World,2002,34918200000000.0,5566.673482,522.6794441,9.369731411,6.074848718,,
Samoa,2002,288078881.4,1633.007661,76.19980621,4.64051867,5.096000195,Lower middle income,1520.0
Kosovo,2002,,,,,,Upper middle income,
Yemen,2002,10694628092.0,579.8531406,28.01715851,4.83237219,11.84000015,Low income,520.0
South Africa,2002,129088000000.0,2797.087291,186.7814789,7.46446323,33.29000092,Upper middle income,2670.0
Zambia,2002,4193845678.0,382.2419633,25.96962738,6.79403543,14.11800003,Lower middle income,360.0
Zimbabwe,2002,6342116400.0,530.5304463,,,5.061999798,Lower middle income,490.0
Aruba,2003,2021229050.0,20833.97636,,,,High income,20070.0
Africa Eastern and Southern,2003,352692000000.0,819.7439815,51.54997953,6.635665449,7.787965074,,
Afghanistan,2003,4515558808.0,190.6838143,17.03574371,8.94125843,11.14099979,Low income,
Africa Western and Central,2003,204642000000.0,706.955063,34.06893258,4.68110246,4.751167509,,
Angola,2003,17812705294.0,982.9610078,34.87518692,3.54797316,3.957999945,Lower middle income,710.0
Albania,2003,5611496257.0,1846.120121,125.9879761,7.06348991,16.98900032,Upper middle income,1650.0
Andorra,2003,2361726862.0,32272.84589,1820.04187,5.63991785,,High income,
Arab World,2003,887874000000.0,2948.632623,112.5419266,4.146222167,12.39052074,,
United Arab Emirates,2003,124346000000.0,33499.10278,886.5012207,2.64634395,2.750999928,High income,32780.0
Argentina,2003,127587000000.0,3349.8063,262.2865906,6.89451599,15.35999966,Upper middle income,3650.0
Armenia,2003,2807061009.0,930.1254727,66.77802277,7.17937517,10.59399986,Upper middle income,960.0
American Samoa,2003,524000000.0,8807.462812,,,,Upper middle income,
Antigua and Barbuda,2003,856396296.3,10797.95106,602.6936035,5.58626556,,High income,10530.0
Australia,2003,467391000000.0,23492.40517,2249.290771,7.90449524,5.929999828,High income,21120.0
Austria,2003,262274000000.0,32294.04886,3091.240234,9.5472393,4.78000021,High income,28100.0
Azerbaijan,2003,7276753895.0,883.7339715,23.80008125,2.73471093,9.170000076,Upper middle income,810.0
Burundi,2003,784654423.6,113.5672513,7.16897345,6.31327724,1.613000035,Low income,120.0
Belgium,2003,318083000000.0,30655.20927,2828.333496,9.20823288,7.679999828,High income,27100.0
Benin,2003,5349258334.0,711.2849548,21.60637474,3.0376544,0.735000014,Lower middle income,600.0
Burkina Faso,2003,4740768355.0,374.627358,11.77481174,3.14307165,2.779999971,Low income,320.0
Bangladesh,2003,60158929188.0,446.3106757,10.27598572,2.30958843,4.320000172,Lower middle income,460.0
Bulgaria,2003,21144983552.0,2719.497656,195.7436981,7.19987392,13.72999954,Upper middle income,2370.0
Bahrain,2003,11074813830.0,14222.0368,567.2379761,3.98856878,1.087000012,High income,12940.0
Bahamas,2003,8870090000.0,28327.81367,1138.740601,4.01998568,10.84000015,High income,27770.0
Bosnia and Herzegovina,2003,8498560902.0,2258.946452,180.9941711,8.03272915,28.36400032,Upper middle income,2040.0
Belarus,2003,17827791321.0,1819.766059,109.8769302,5.76984167,10.32400036,Upper middle income,1630.0
Belize,2003,983575600.0,3650.60647,168.3944397,4.62012959,10.23999977,Lower middle income,3420.0
Bermuda,2003,4186525000.0,66111.72523,,,,High income,
Bolivia,2003,8082364868.0,907.5374158,47.16543961,5.19709635,2.536999941,Lower middle income,910.0
Brazil,2003,558234000000.0,3070.436419,251.4379425,8.18899918,9.989999771,Upper middle income,2980.0
Barbados,2003,3209500000.0,11699.37047,781.9650879,6.68377304,11.0,High income,11300.0
Brunei Darussalam,2003,6557333085.0,18560.5035,535.2774048,2.60610533,6.012000084,High income,17800.0
Bhutan,2003,604041957.9,962.0953713,37.73608017,4.1293807,1.799999952,Lower middle income,910.0
Botswana,2003,7511582173.0,4330.972369,267.4949341,6.1761694,23.79999924,Upper middle income,3370.0
Central African Republic,2003,1139754799.0,293.661549,13.49363136,4.39720249,5.81099987,Low income,260.0
Canada,2003,895541000000.0,28300.4631,2562.914551,9.01090145,7.570000172,High income,25860.0
Central Europe and the Baltics,2003,634139000000.0,5947.426161,372.9412809,6.389900435,12.93159792,,
Switzerland,2003,363063000000.0,49470.39713,5018.527344,10.10937595,4.119999886,High income,46780.0
Channel Islands,2003,7332244898.0,48858.83186,,,5.925000191,High income,43340.0
Chile,2003,75643459840.0,4772.563723,349.9878235,7.33330393,9.770000458,High income,4510.0
China,2003,1660290000000.0,1288.643252,55.6510849,4.41762829,4.579999924,Upper middle income,1280.0
Cote d'Ivoire,2003,21251755294.0,1207.512648,66.02466583,5.47977018,5.255000114,Lower middle income,620.0
Cameroon,2003,15970315751.0,950.5648637,37.04441071,4.26826382,5.929999828,Lower middle income,730.0
"Congo, Dem. Rep.",2003,8937567060.0,173.7961252,6.6394062,3.81817865,2.859999895,Low income,170.0
Congo,2003,3503723245.0,1028.415222,21.75997162,1.91852152,19.89500046,Lower middle income,700.0
Colombia,2003,94641378693.0,2281.401762,128.0061493,5.77505875,13.22000027,Upper middle income,2370.0
Comoros,2003,546885185.0,937.7108963,62.38849258,6.65392351,4.610000134,Lower middle income,790.0
Cabo Verde,2003,813963830.2,1809.11003,89.07603455,4.50008631,10.93099976,Lower middle income,1520.0
Costa Rica,2003,17271760507.0,4147.824369,289.0682678,6.9691925,6.559999943,Upper middle income,4030.0
Caribbean small states,2003,39545920854.0,5945.877887,273.7752099,4.472840333,11.63183085,,
Cuba,2003,35901200000.0,3197.133185,227.0909576,7.10295439,2.329999924,Upper middle income,3100.0
Curacao,2003,,,,,,High income,
Cayman Islands,2003,,,,,,High income,
Cyprus,2003,14547325028.0,20252.23898,1145.058472,5.63568783,4.139999866,High income,16710.0
Czechia,2003,100090000000.0,9818.568493,640.6604004,6.52412462,7.539999962,High income,8110.0
Germany,2003,2501640000000.0,30310.3576,3152.794189,10.40202236,9.779999733,High income,26140.0
Djibouti,2003,622044665.5,818.8687857,46.11334229,3.97685766,27.9640007,Lower middle income,
Dominica,2003,343311111.1,4897.308367,237.3544617,4.84617901,,Upper middle income,4680.0
Denmark,2003,218096000000.0,40458.7774,3607.042969,8.9036293,5.400000095,High income,34750.0
Dominican Republic,2003,21403167848.0,2418.350422,106.1385651,4.38888311,6.940000057,Upper middle income,2640.0
Algeria,2003,67863828413.0,2103.381291,75.7433548,3.60104108,23.71999931,Lower middle income,1920.0
East Asia & Pacific (excluding high income),2003,2311610000000.0,1239.38223,49.71001185,3.979296403,4.396058911,,
Early-demographic dividend,2003,3628140000000.0,1393.669182,68.72103284,4.979532466,6.4966183,,
East Asia & Pacific,2003,8696410000000.0,4141.933433,251.6693355,6.211641471,4.459650775,,
Europe & Central Asia (excluding high income),2003,1005020000000.0,2569.422995,142.9117556,5.357475144,9.46993568,,
Europe & Central Asia,2003,13537500000000.0,15628.77327,1357.863398,8.643615189,9.141429592,,
Ecuador,2003,32432858000.0,2425.851842,131.9830933,5.44066668,5.659999847,Upper middle income,2110.0
Egypt,2003,80288461538.0,1102.468199,53.82350159,5.2242527,11.01000023,Lower middle income,1240.0
Euro area,2003,8862290000000.0,27194.45157,2501.637748,9.175849113,8.951794882,,
Eritrea,2003,870247703.2,334.5855715,18.9991188,7.33703375,5.578999996,Low income,300.0
Spain,2003,907492000000.0,21510.83625,1641.058716,7.56392097,11.27999973,High income,18080.0
Estonia,2003,9874013098.0,7203.523038,349.0580444,4.85959911,11.28999996,High income,
Ethiopia,2003,8623691300.0,119.490396,5.84133863,4.89970922,2.941999912,Low income,110.0
European Union,2003,9931880000000.0,22968.34912,2071.592401,8.998224246,9.632336887,,
Fragile and conflict affected situations,2003,497905000000.0,806.3656672,36.8860815,5.297755329,5.761849193,,
Finland,2003,171652000000.0,32927.68029,2606.775879,7.93805122,10.47000027,High income,28800.0
Fiji,2003,2300453634.0,2818.91392,91.39411163,2.97298193,3.905999899,Upper middle income,2410.0
France,2003,1844540000000.0,29633.67898,3006.305908,10.08283329,8.31000042,High income,26000.0
Faroe Islands,2003,1494011567.0,31493.31915,,,,,
"Micronesia, Fed. Sts.",2003,245432900.0,2295.868178,219.3636017,9.57150459,,Lower middle income,2380.0
Gabon,2003,6511903657.0,4933.46217,174.4916077,3.53691506,17.07099915,Upper middle income,3880.0
United Kingdom,2003,2057090000000.0,34487.46757,2796.341064,8.11239147,4.809999943,High income,32250.0
Georgia,2003,3991284895.0,1010.00798,77.73462677,8.02952862,11.51000023,Upper middle income,990.0
Ghana,2003,7632406553.0,367.8213621,23.8780365,2.83229733,7.563000202,Lower middle income,320.0
Gibraltar,2003,,,,,,High income,
Guinea,2003,3446441698.0,393.7396899,25.97828102,4.7780695,4.616000175,Low income,340.0
Gambia,2003,487038821.6,335.906217,32.37854767,5.56995296,9.161000252,Low income,390.0
Guinea-Bissau,2003,477458598.7,372.0561949,25.36907578,5.88066721,6.368000031,Low income,330.0
Equatorial Guinea,2003,2484745935.0,3618.544476,108.553566,1.97840834,8.772999763,Upper middle income,1190.0
Greece,2003,202370000000.0,18518.37884,1566.40979,8.44915676,9.409999847,High income,
Grenada,2003,591018407.4,5682.705378,300.3641968,5.28485727,,Upper middle income,5290.0
Greenland,2003,1558753434.0,27459.76278,,,,High income,20440.0
Guatemala,2003,21576351799.0,1737.879287,113.6128998,6.15313578,2.809999943,Upper middle income,1670.0
Guam,2003,3569000000.0,22628.27869,,,9.753000259,High income,
Guyana,2003,743064076.8,997.2113729,69.84244537,3.26884198,11.5539999,Upper middle income,940.0
High income,2003,32048800000000.0,29237.1321,3126.820047,10.51489428,7.138687056,,
"Hong Kong SAR, China",2003,161385000000.0,23977.01945,,,7.860000134,High income,26340.0
Honduras,2003,8140278401.0,1145.497946,79.79921722,6.8900466,5.300000191,Lower middle income,1130.0
Heavily indebted poor countries (HIPC),2003,208996000000.0,406.9231945,20.21141751,4.773488411,5.173748308,,
Croatia,2003,34985749883.0,8129.794584,512.1520996,6.35763264,13.92000008,High income,6670.0
Haiti,2003,4826827577.0,542.3335961,18.31630516,3.41427732,11.99699974,Lower middle income,670.0
Hungary,2003,85302003908.0,8421.103313,682.8656616,8.11923409,5.789999962,High income,6630.0
IBRD only,2003,6759360000000.0,1639.769755,85.59586238,5.208715756,6.474954127,,
IDA & IBRD total,2003,7401880000000.0,1401.630754,71.71741221,5.131168951,6.085289,,
IDA total,2003,643576000000.0,555.3974415,21.02264114,4.296323165,4.3717683,,
IDA blend,2003,256458000000.0,663.8657565,26.75737758,3.962344139,3.416852033,,
Indonesia,2003,234772000000.0,1065.64852,26.05935287,2.24837184,6.659999847,Lower middle income,900.0
IDA only,2003,388011000000.0,502.3081951,18.17560542,4.518459223,4.796376026,,
Isle of Man,2003,2328658228.0,29522.27779,,,,High income,27790.0
India,2003,607699000000.0,546.7266135,21.99779892,4.0084796,5.643000126,Lower middle income,520.0
Not classified,2003,,,,,,,
Ireland,2003,164671000000.0,41203.52958,2910.932129,7.0096755,4.480000019,High income,29970.0
"Iran, Islamic Rep.",2003,153545000000.0,2253.935835,116.6152039,5.16859722,11.51000023,Lower middle income,2200.0
Iraq,2003,21921569479.0,854.8252808,28.1536808,2.99196076,8.819000244,Upper middle income,850.0
Iceland,2003,11429333038.0,39476.69785,3861.736084,9.72930241,4.0,High income,33710.0
Israel,2003,127047000000.0,18991.37985,1433.670776,7.06917286,13.51000023,High income,18700.0
Italy,2003,1577620000000.0,27526.32246,2163.025391,7.83297729,8.869999886,High income,23410.0
Jamaica,2003,9430230564.0,3480.511665,146.8826294,4.22014093,11.72999954,Upper middle income,3440.0
Jordan,2003,10195660790.0,1876.259338,171.0476685,8.84089088,14.5,Upper middle income,1900.0
Japan,2003,4519560000000.0,35387.03742,2642.227051,7.48654842,5.25,High income,35070.0
Kazakhstan,2003,30833699703.0,2068.123979,76.02937317,3.72334647,8.779999733,Upper middle income,1810.0
Kenya,2003,14904517650.0,429.787819,25.03597069,5.16912365,2.969000101,Lower middle income,400.0
Kyrgyzstan,2003,1919008090.0,380.5064324,22.32097054,5.82382107,9.920000076,Lower middle income,340.0
Cambodia,2003,4658246918.0,362.3354822,25.21897125,6.95020199,1.113999963,Lower middle income,350.0
Kiribati,2003,90231856.8,1015.667006,108.2701035,10.66935253,,Lower middle income,1310.0
St. Kitts and Nevis,2003,469869869.9,10270.60416,487.4154968,4.75159693,,High income,9270.0
"Korea, Rep.",2003,702717000000.0,14672.85747,644.1321411,4.4238739,3.349999905,High income,13790.0
Kuwait,2003,47876510067.0,22148.37815,611.3574219,2.76216865,1.299999952,High income,22600.0
Latin America & Caribbean (excluding high income),2003,1772950000000.0,3606.797013,241.19654,6.620924259,8.305404363,,
Lao PDR,2003,2023324407.0,362.8214135,17.97390747,4.47920799,1.656999946,Lower middle income,340.0
Lebanon,2003,20082918740.0,4576.387617,385.026947,8.67386913,7.987999916,Upper middle income,3790.0
Liberia,2003,748000000.0,243.0895775,8.48155403,3.65521455,2.181999922,Low income,180.0
Libya,2003,26265625000.0,4673.145576,189.6885071,4.10041189,19.45700073,Upper middle income,5160.0
Saint Lucia,2003,987407407.4,6150.921369,322.109314,5.23676491,22.18000031,Upper middle income,5370.0
