,Entity,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent),Deaths - Self-harm - Sex: Both - Age: All Ages (Percent),Deaths - Mental and substance use disorders - Sex: Both - Age: Age-standardized (Rate),gdp_current,gdp_per_capita,health expenditure (per capita),health expenditure (% GDP),unemployment rate,Income group,Income,DALYs (Disability-Adjusted Life Years) - Mental disorders - Sex: Both - Age: All Ages (Percent),Suicide rate
929,Equatorial Guinea,2009,13.16041704189788,0.71647024029053,1.5861746009167244,15027795173.0,16668.1217,308.5909729,1.84398258,8.548999786,Upper middle income,12530.0,3.3399788123217498,13.9 
930,Equatorial Guinea,2010,13.16937404384374,0.74172633382585,1.6212682913956669,16314443429.0,17288.8426,314.4091797,1.81856561,8.81799984,Upper middle income,9970.0,3.44434409515181,15.3 
931,Equatorial Guinea,2011,13.17053857135032,0.75788059261272,1.6262373437304305,21357343682.0,21641.6939,336.2060242,1.55349779,8.727999687,Upper middle income,11540.0,3.43592222471382,16.6 
932,Equatorial Guinea,2012,13.18069761703416,0.78032392502456,1.6651824484464677,22388344124.0,21711.15159,274.3368835,1.26357603,8.612999916,Upper middle income,13870.0,3.55878514075555,15.5 
933,Equatorial Guinea,2013,13.18938785151559,0.82376573303592,1.668381291364244,21948834290.0,20390.73727,382.4620667,1.87566769,8.512999535,Upper middle income,14030.0,3.85973970795156,13.8 
934,Equatorial Guinea,2014,13.192135689447602,0.85728741001276,1.7340763423088232,21765453087.0,19394.08066,425.2958069,2.19292378,8.482999802,Upper middle income,13230.0,4.0653772599956906,14.2 
935,Equatorial Guinea,2015,13.19367425261207,0.86609260285986,1.7372375784662937,13185496881.0,11283.39805,328.9506226,2.91533303,8.543999672,Upper middle income,10850.0,4.14488379871936,15.3 
936,Equatorial Guinea,2016,13.1877486437281,0.91106437960179,1.7445509219424935,11240808847.0,9250.316493,290.8769226,3.14450336,8.62899971,Upper middle income,8270.0,4.3195648329137,15.0 
937,Equatorial Guinea,2017,13.18147748220281,0.96155374588469,1.7404071829395804,12200913888.0,9667.857801,286.146759,2.95976138,8.647999763,Upper middle income,6510.0,4.59083591425933,13.2 
938,Equatorial Guinea,2018,13.186359513584453,0.99716420814669,,13097012189.0,10005.61679,310.5848694,3.06170225,8.623999596,Upper middle income,6730.0,4.754501401380439,14.1 
939,Equatorial Guinea,2019,13.20787082082861,1.01144076009239,,11417278045.0,8419.933336,254.891098,3.13503671,8.678999901,Upper middle income,6280.0,4.87083499621576,13.5 
940,Eritrea,2000,12.8626221044914,0.78880577382526,0.2823159028634647,706370815.6,308.1341868,13.75257683,5.76670074,5.876999855,Low income,300.0,1.87671367982773,23.4 
941,Eritrea,2001,12.860391040627569,0.8215965897961599,0.2927003289266189,752368495.5,316.8239534,14.51352882,5.91931629,5.765999794,Low income,310.0,2.03267433506472,22.5 
942,Eritrea,2002,12.85586609731614,0.88455818246328,0.3018358473472213,729321366.7,293.9556724,15.21526051,6.68851233,5.703000069,Low income,300.0,2.1161787925378097,22.1 
943,Eritrea,2003,12.84893769999318,0.90457103393172,0.3126724276610572,870247703.2,334.5855715,18.9991188,7.33703375,5.578999996,Low income,300.0,2.1803161703813903,20.7 
944,Eritrea,2004,12.84416825378358,0.93599904231113,0.3209232669523736,1109054005.0,407.769077,22.12163734,7.00984955,5.374000072,Low income,340.0,2.2442211576995703,20.9 
945,Eritrea,2005,12.83862465962396,0.95059010697053,0.3288667640575202,1098425901.0,388.5959475,20.64316559,6.86417818,5.263999939,Low income,390.0,2.30249658254484,20.9 
946,Eritrea,2006,12.836328915998498,0.976143265269,0.3377100332354897,1211161880.0,415.0360305,22.02857208,6.85840559,5.260000229,Low income,410.0,2.38851953533042,21.2 
947,Eritrea,2007,12.83896556720955,0.99666850595806,0.3468798156926522,1317974491.0,439.8321034,17.96751785,5.27863026,5.249000072,Low income,420.0,2.47193060435216,20.8 
948,Eritrea,2008,12.84504516976677,1.01749889097507,0.3551513698132337,1380188800.0,450.6323989,19.32589912,6.41520452,5.171999931,Low income,410.0,2.53712451756143,21.3 
949,Eritrea,2009,12.84818653951535,1.04277558495192,0.363043774792662,1856695551.0,595.1099872,22.39599228,5.38878536,5.244999886,Low income,480.0,2.63025825082637,20.9 
950,Eritrea,2010,12.850700349604727,1.05552338398004,0.3722300083203953,1589515447.0,501.355317,24.71432877,4.92946005,5.494999886,Low income,510.0,2.71554890810893,20.5 
951,Eritrea,2011,12.85544435812784,1.07051771624129,0.3844742264973434,2065001626.0,642.5082588,33.53648758,5.21969032,5.520999908,Low income,600.0,2.81107427894157,20.2 
952,Eritrea,2012,12.86577947570542,1.10338889118461,0.3984190882461558,,,26.23007774,3.78068161,5.53000021,Low income,,2.9194471322986,19.7 
953,Eritrea,2013,12.87299827858286,1.13403545947597,0.4130546531636929,,,29.8780117,5.00735378,5.579999924,Low income,,3.02716587203417,19.2 
954,Eritrea,2014,12.88374495012208,1.16135646425572,0.4305029944700652,,,31.9061451,4.05707884,5.672999859,Low income,,3.14482957080665,18.9 
955,Eritrea,2015,12.89048256170921,1.20047462770263,0.4498746026039195,,,26.82021332,4.45335484,5.828000069,Low income,,3.2662827913558496,18.7 
956,Eritrea,2016,12.90417236538881,1.2279552338133,0.4716611658913946,,,22.65307236,3.518888,5.90199995,Low income,,3.38659674592822,18.3 
957,Eritrea,2017,12.91720604716623,1.26080916202602,0.4920723888957126,,,20.79556274,3.72767901,5.94299984,Low income,,3.51904314446407,18.0 
958,Eritrea,2018,12.920925987644411,1.29760962529604,,,,23.97976303,4.12821102,5.947000027,Low income,,3.65049358033079,17.8 
959,Eritrea,2019,12.92289676719863,1.33216583339822,,,,25.2679348,4.45876694,5.993999958,Low income,,3.76877061947384,17.3 
960,Estonia,2000,13.17087578854978,2.4983921093051498,80.95228894278908,5686579748.0,4070.609024,209.7131348,5.15698433,13.35999966,High income,,4.65244538401498,25.0 
961,Estonia,2001,13.120828086661987,2.48029607575077,79.26517288720477,6254649539.0,4505.858332,214.7041473,4.77708292,13.13000011,High income,,4.5411298590538,26.1 
962,Estonia,2002,13.03229867597257,2.39437382795722,75.904365003215,7367975888.0,5341.628947,250.4802094,4.70043564,10.02999973,High income,,4.64069849163823,25.8 
963,Estonia,2003,12.9274835192814,2.238892711622,71.98975143147368,9874013098.0,7203.523038,349.0580444,4.85959911,11.28999996,High income,,4.72201202638995,22.3 
964,Estonia,2004,12.820458214889069,2.16799887781973,67.26387155040098,12145911801.0,8914.103557,455.0681152,5.119555,10.25,High income,,4.74978436654928,23.1 
965,Estonia,2005,12.72805036068402,2.04595329997088,65.52920381939148,14106790200.0,10412.64431,524.6801148,5.05801439,8.029999733,High income,,4.790753607711349,19.1 
966,Estonia,2006,12.65284553897654,1.99914798906967,64.95231184607462,17022870405.0,12639.40007,600.5078735,4.76530361,5.909999847,High income,,4.77678828992273,16.8 
967,Estonia,2007,12.57566202339272,1.9804906143125505,64.80792768771963,22449129483.0,16744.58445,832.7330933,4.98330879,4.590000153,High income,,4.7070974185143,17.5 
968,Estonia,2008,12.50335929546928,1.83433738686877,61.57457133732937,24341678629.0,18204.96648,1038.562256,5.71032381,5.449999809,High income,,4.91460773075825,16.2 
969,Estonia,2009,12.43738731854909,1.74681641107138,57.13655066371977,19633031398.0,14711.73527,963.0196533,6.51218891,13.55000019,High income,,5.02661419940514,19.2 
970,Estonia,2010,12.38816188176118,1.65029347187502,53.69307309283689,19523477326.0,14663.04461,926.4541626,6.27124023,16.70999908,High income,,5.25517350482124,15.4 
971,Estonia,2011,12.34377398477802,1.6256197677333302,56.79631869406869,23213994093.0,17487.80478,1015.968262,5.7667613,12.32999992,High income,,5.18064034459602,14.7 
972,Estonia,2012,12.30301386218092,1.6266545574786702,56.50573865654621,23019150071.0,17403.20533,1013.314209,5.79034519,10.02000046,High income,2780.0,5.16749438493212,17.2 
973,Estonia,2013,12.26713000758942,1.50449758278304,57.4876182282767,25115753366.0,19056.00192,1144.646851,5.97791481,8.630000114,High income,18260.0,5.29355411081316,14.9 
974,Estonia,2014,12.23710892160669,1.49406456454084,62.52290846492369,26634083965.0,20261.06673,1238.927002,6.08077621,7.349999905,High income,19000.0,5.2267269381059,16.2 
975,Estonia,2015,12.21549156593201,1.41745024922229,60.00762007964264,22890762090.0,17402.03761,1112.914063,6.34629202,6.190000057,High income,18700.0,5.32402569918997,13.4 
976,Estonia,2016,12.19832224836608,1.36851027122436,60.85756471197946,24072829277.0,18295.34293,1186.102783,6.42956781,6.760000229,High income,18430.0,5.2434830292874,12.5 
977,Estonia,2017,12.18195394646984,1.3574223477993,60.859954383121234,26924385103.0,20437.76538,1350.380615,6.59183788,5.760000229,High income,18850.0,5.23279079322119,15.2 
978,Estonia,2018,12.18310333718865,1.33123585594214,,30489500905.0,23063.56382,1552.632446,6.68642807,5.369999886,High income,21340.0,5.23902895964756,11.6 
979,Estonia,2019,12.194628755419613,1.30717417530417,,31045591753.0,23397.87826,1598.818848,6.7304492,4.449999809,High income,23250.0,5.266035810560879,12.0 
980,Eswatini,2000,11.68995717564639,1.21072118919901,1.556107638792331,1738100853.0,1728.710498,79.68417358,4.60951757,24.24399948,Lower middle income,1670.0,1.52302956571775,40.6 
981,Eswatini,2001,11.70876889247992,1.18627680823253,1.6709385266132044,1542477309.0,1521.769075,78.20019531,5.13895321,24.82900047,Lower middle income,1700.0,1.40612537533222,45.1 
982,Eswatini,2002,11.73531964909826,1.17969713181293,1.8017757552492768,1432228125.0,1405.448706,77.6235733,5.5229826,25.36100006,Lower middle income,1570.0,1.3423340097589,51.1 
983,Eswatini,2003,11.75923184303569,1.16270860246168,1.861625084424632,2197612701.0,2148.632475,137.0496063,6.37864399,25.94400024,Lower middle income,1700.0,1.28368212429393,55.4 
984,Eswatini,2004,11.78220587396246,1.15233071979764,1.917079531610017,2770082792.0,2699.130742,183.9289246,6.81432486,26.52300072,Lower middle income,2160.0,1.24664543122666,57.9 
985,Eswatini,2005,11.79526268819197,1.17162417818889,1.974500021688899,3178126492.0,3083.838141,227.4730377,7.37623358,27.06500053,Lower middle income,3080.0,1.26138053255402,60.1 
986,Eswatini,2006,11.80866514459096,1.20734206589601,1.968390982965618,3291353836.0,3176.691168,248.5896149,7.82560015,27.63999939,Lower middle income,3300.0,1.31322012815326,64.9 
987,Eswatini,2007,11.81662676256829,1.2495570911281,1.9715274547443289,3469363996.0,3327.445134,263.8681946,7.93004131,28.23999977,Lower middle income,3480.0,1.35440598123,74.1 
988,Eswatini,2008,11.82508573796607,1.29144815254888,2.012909201232785,3294093485.0,3137.387266,277.9058533,8.85792923,27.67900085,Lower middle income,3360.0,1.39627834557483,75.8 
989,Eswatini,2009,11.83624928589385,1.33673284962231,2.066079604660457,3580417067.0,3385.858846,292.2944031,8.63292217,27.05200005,Lower middle income,3320.0,1.4545559315520902,75.1 
990,Eswatini,2010,11.845162022888353,1.40543822866653,2.084406617974765,4438778424.0,4168.489403,358.1239014,8.59125805,26.40600014,Lower middle income,3460.0,1.57795534532362,70.5 
991,Eswatini,2011,11.85816523512806,1.48216047647673,2.0880482775374785,4820499924.0,4496.613361,380.8573608,8.46997261,25.81100082,Lower middle income,3860.0,1.72761716816261,66.0 
992,Eswatini,2012,11.870564951443969,1.54405729378899,2.10775962493021,4886533033.0,4527.565039,354.0736389,7.82028151,25.14900017,Lower middle income,4310.0,1.82550252595918,66.3 
993,Eswatini,2013,11.89208522667052,1.61396248207279,2.117596262514179,4597532030.0,4230.171266,315.4493713,7.45686579,24.54999924,Lower middle income,4420.0,1.94780549617748,62.0 
994,Eswatini,2014,11.90733962008358,1.69562352199689,2.063304530204788,4422968340.0,4039.159341,293.0811462,7.25702429,23.9659996,Lower middle income,4130.0,2.08546686836371,54.6 
995,Eswatini,2015,11.92244502656062,1.77748503423596,1.9723113759401296,4063245671.0,3680.349473,259.5190735,7.05950689,23.32900047,Lower middle income,3800.0,2.22816612378835,49.2 
996,Eswatini,2016,11.942962158666967,1.84722659547039,1.9140495699251228,3816022047.0,3425.531957,233.6351471,6.82044792,22.71999931,Lower middle income,3450.0,2.3658844003669,46.2 
997,Eswatini,2017,11.96137444119046,1.90154648399698,1.8808308234838669,4402969226.0,3914.418484,273.3828735,6.98103666,22.75300026,Lower middle income,3390.0,2.48747495494282,42.9 
998,Eswatini,2018,11.9527508532382,1.94082405371499,,4665420239.0,4105.893683,298.118927,7.2573719,22.79199982,Lower middle income,3620.0,2.59118832273668,40.1 
999,Eswatini,2019,11.93273924515627,1.94284363959072,,4495679481.0,3915.643467,264.0551453,6.78069067,22.83699989,Lower middle income,3670.0,2.65334945193604,40.5 
1000,Ethiopia,2000,13.471789903420431,0.62932961940691,0.1264683079523301,8242392104.0,124.4607909,5.38449526,4.3650465,3.509000063,Low income,130.0,1.43862830529414,18.4 
1001,Ethiopia,2001,13.44067260329008,0.6626107245828899,0.1255519155924306,8231326016.0,120.7657837,5.61692476,4.72316694,3.303999901,Low income,130.0,1.57683462291564,17.5 
1002,Ethiopia,2002,13.379616312613528,0.66983760745165,0.1242345397762307,7850809498.0,111.9272251,5.25928497,4.7126298,3.130000114,Low income,120.0,1.64130382355099,16.9 
1003,Ethiopia,2003,13.306147869341208,0.6772600032799,0.1235923745233253,8623691300.0,119.490396,5.84133863,4.89970922,2.941999912,Low income,110.0,1.70071559735239,16.3 
1004,Ethiopia,2004,13.23863336428674,0.69111847448538,0.1238939665965066,10131187261.0,136.46625,5.88065052,4.31281853,2.693000078,Low income,140.0,1.77643227167732,15.8 
1005,Ethiopia,2005,13.19182288240578,0.71058148312627,0.124400383689175,12401139454.0,162.4327286,6.65360308,4.10098124,2.5,Low income,160.0,1.86896566674948,15.3 
1006,Ethiopia,2006,13.14945920058817,0.7293457876478799,0.1277848131965101,15280861835.0,194.6874329,8.66179371,4.45757294,2.470000029,Low income,180.0,1.96867043837724,14.9 
1007,Ethiopia,2007,13.08556773771184,0.75260580270879,0.1316671967945448,19707616773.0,244.2860523,11.98231506,5.00128365,2.434999943,Low income,220.0,2.08940231591487,14.5 
1008,Ethiopia,2008,13.00771604560293,0.77768790877943,0.137179685686768,27066912635.0,326.4368228,13.45180225,4.28063917,2.405999899,Low income,280.0,2.21679549808784,14.2 
1009,Ethiopia,2009,12.930744492324738,0.803210668481,0.1431163145742736,32437389116.0,380.5690032,15.63803864,4.64983416,2.380000114,Low income,340.0,2.3423261011271403,13.7 
1010,Ethiopia,2010,12.859549238996578,0.82665497253421,0.1491778916928291,29933790334.0,341.5541227,16.7058506,5.46637249,2.338999987,Low income,380.0,2.49202914457558,13.1 
1011,Ethiopia,2011,12.791779362566,0.84617060263765,0.1554607392704566,31952763089.0,354.4795719,15.11117077,4.46897888,2.312000036,Low income,390.0,2.650281716406,12.4 
1012,Ethiopia,2012,12.71723940797689,0.84696836010821,0.1613797380644618,43310721414.0,467.0778718,20.66479492,4.53959608,2.286999941,Low income,410.0,2.80702254213489,11.3 
1013,Ethiopia,2013,12.64327668254801,0.84078756005965,0.1679196577406805,47648211133.0,499.5315302,19.88365173,4.07506514,2.25,Low income,470.0,2.96345914568382,10.4 
1014,Ethiopia,2014,12.58020382073323,0.85671319424329,0.1760497278511917,55612228234.0,566.9264029,22.27192688,4.03363609,2.262000084,Low income,550.0,3.12219939300931,10.0 
1015,Ethiopia,2015,12.53499297240592,0.87598391434007,0.1833443604531322,64589334979.0,640.5419231,23.91623878,3.82317114,2.273999929,Low income,600.0,3.27885825396062,10.0 
1016,Ethiopia,2016,12.51938293826944,0.90626375250534,0.1909362017859996,74296618481.0,717.1248698,25.07559586,3.60033059,2.288000107,Low income,670.0,3.4316361687877204,9.8 
1017,Ethiopia,2017,12.50600217058437,0.94659913150737,0.1993939546417213,81770791971.0,768.5230154,24.92481232,3.45336151,2.299000025,Low income,740.0,3.60891150019119,9.6 
1018,Ethiopia,2018,12.49109937060702,0.98175202439656,,84269348327.0,771.5248663,24.29408836,3.30818701,2.318000078,Low income,800.0,3.77406553156726,9.5 
1019,Ethiopia,2019,12.47839029910996,1.0101370112763,,95912590628.0,855.7608852,26.74220467,3.23808599,2.325999975,Low income,850.0,3.93908321627912,9.5 
1020,Fiji,2000,11.44233374363151,1.48237861747732,3.51040067208784,1678239218.0,2069.317455,77.02472687,3.42441201,3.992000103,Upper middle income,2230.0,3.74010338403799,11.7 
1021,Fiji,2001,11.43601134849558,1.46866063106684,3.4769208483310314,1652464201.0,2030.246351,64.19378662,2.90547323,3.907000065,Upper middle income,2140.0,3.81370041374386,11.4 
1022,Fiji,2002,11.43140985432238,1.43557813750387,3.531448525022685,1833279985.0,2248.714191,73.04816437,2.983495,3.872999907,Upper middle income,2160.0,3.87022415374804,11.0 
1023,Fiji,2003,11.42657186274005,1.42644844712818,3.5956144066462983,2300453634.0,2818.91392,91.39411163,2.97298193,3.905999899,Upper middle income,2410.0,3.83436960653157,10.5 
1024,Fiji,2004,11.42320402550057,1.38657787974521,3.61972268291244,2708078477.0,3311.159895,117.6728058,3.25768542,3.811000109,Upper middle income,3020.0,3.89443290925037,10.0 
1025,Fiji,2005,11.42168406665089,1.37696269870201,3.71712138327489,2980484920.0,3627.632856,129.1028748,3.25656676,3.890000105,Upper middle income,3570.0,3.87122079069264,10.2 
1026,Fiji,2006,11.43309714328424,1.32911302768574,3.873939060951541,3076305453.0,3715.932657,135.927002,3.34798169,3.959000111,Upper middle income,3590.0,3.84166766540385,9.9 
1027,Fiji,2007,11.458293897550613,1.2934844176162,3.994813779483082,3378314600.0,4040.152119,150.6446686,3.41514993,4.107999802,Upper middle income,3790.0,3.81578986577755,10.1 
1028,Fiji,2008,11.49489768727935,1.29915239249933,4.1305712748724845,3523185920.0,4167.694935,143.7378388,3.1846714,4.162000179,Upper middle income,3980.0,3.79401544823987,10.2 
1029,Fiji,2009,11.5227084582233,1.27192429535829,4.23893826121975,2870624636.0,3362.820495,128.657898,3.53587651,4.309999943,Upper middle income,3850.0,3.84906874781591,10.2 
1030,Fiji,2010,11.53828758478803,1.27379729082419,4.235236953940786,3140508836.0,3652.535933,135.1687012,3.416641,4.309999943,Upper middle income,3650.0,3.8486419357808095,10.1 
1031,Fiji,2011,11.54042768363167,1.27484026749443,4.2219727872778,3774530616.0,4371.447385,149.0231628,3.14293504,4.409999847,Upper middle income,3770.0,3.8346146491704896,10.3 
1032,Fiji,2012,11.54038149000614,1.27321785706296,4.244263194395258,3972012571.0,4591.577015,162.4148254,3.2655499,4.420000076,Upper middle income,4140.0,3.80376704836228,10.5 
1033,Fiji,2013,11.545058255972547,1.25551231535487,4.307850450514077,4190143206.0,4840.72727,167.8108673,3.20040703,4.327000141,Upper middle income,4710.0,3.81293789425862,10.5 
1034,Fiji,2014,11.5431365159109,1.22480223241175,4.410447052282741,4856963230.0,5605.609148,188.8343201,3.3686049,4.289999962,Upper middle income,5020.0,3.80965924126962,10.3 
1035,Fiji,2015,11.5436369287624,1.20846202559579,4.5076723964705145,4682546863.0,5390.714207,179.2209778,3.32468939,4.295000076,Upper middle income,5100.0,3.80029185163223,10.0 
1036,Fiji,2016,11.533994624573127,1.18911554791287,4.619828579075718,4930204230.0,5651.272721,185.346756,3.27979708,4.320000172,Upper middle income,5280.0,3.75615172592021,10.0 
1037,Fiji,2017,11.52145421021141,1.1776022357405098,4.768532111365616,5353404422.0,6101.02389,194.4366608,3.18689561,4.277999878,Upper middle income,5370.0,3.78372625960256,9.9 
1038,Fiji,2018,11.52777001324772,1.15670829542765,,5581371848.0,6317.41372,216.0964203,3.42045617,4.333000183,Upper middle income,5910.0,3.78868403976338,9.7 
1039,Fiji,2019,11.54004811166231,1.13514396349351,,5496264766.0,6175.890653,235.6750183,3.81607008,4.447999954,Upper middle income,5800.0,3.8002275601041,9.5 
1040,Finland,2000,15.34172306980135,2.62120171425497,19.258838520353866,126020000000.0,24345.91482,1722.832642,7.09253168,11.13000011,High income,10380.0,6.887735891713071,21.7 
1041,Finland,2001,15.2858463799926,2.54144034820594,19.289082196473625,129533000000.0,24967.79252,1806.050171,7.25090408,10.28999996,High income,25850.0,6.90565855772291,21.2 
1042,Finland,2002,15.178661486090538,2.40508530582226,16.665580929957276,140404000000.0,26997.75299,2054.262939,7.62769508,10.42000008,High income,25620.0,6.83806189725264,19.2 
1043,Finland,2003,15.05245185762214,2.3364281136803298,21.60506239768653,171652000000.0,32927.68029,2606.775879,7.93805122,10.47000027,High income,28800.0,6.74851170833677,18.9 
1044,Finland,2004,14.94440667556311,2.31276115480362,26.418974888164215,197479000000.0,37772.17811,3035.97876,8.05912876,10.35999966,High income,35380.0,6.65709506577629,18.9 
1045,Finland,2005,14.89395493760283,2.26576073507655,26.377038702988987,204885000000.0,39054.85044,3228.952148,8.28795624,8.380000114,High income,40230.0,6.63894051610288,16.9 
1046,Finland,2006,14.93096733354701,2.24225146007756,27.486918189064934,217089000000.0,41222.602,3407.665527,8.2841177,7.71999979,High income,42840.0,6.68712786121827,18.2 
1047,Finland,2007,15.026315111420413,2.2248792249835803,26.74478844939189,256378000000.0,48476.39273,3911.96582,8.08359337,6.849999905,High income,46190.0,6.716440383377161,17.0 
1048,Finland,2008,15.14636078766257,2.19273045498455,20.26759213911736,285716000000.0,53772.79424,4481.216797,8.34310627,6.369999886,High income,50160.0,6.80214757383822,18.1 
1049,Finland,2009,15.24527141793604,2.15073453455103,25.957767631488544,253498000000.0,47481.48454,4347.121582,9.16122246,8.25,High income,48950.0,6.86525261624473,17.9 
1050,Finland,2010,15.28034795423731,2.0667084766711,26.84002239425976,249424000000.0,46505.30318,4249.602051,9.14202785,8.390000343,High income,49750.0,6.895027664165281,16.4 
1051,Finland,2011,15.24587686965402,1.9636032294678096,24.29896978740869,275604000000.0,51148.93164,4715.935059,9.22303009,7.78000021,High income,50260.0,6.89972389616184,15.7 
1052,Finland,2012,15.17467291180199,1.86278308783563,22.53449044863718,258290000000.0,47708.06128,4572.523438,9.5857954,7.690000057,High income,48970.0,6.84132139660855,14.9 
1053,Finland,2013,15.0897458327628,1.77196501560308,17.721068160589788,271362000000.0,49892.22336,4892.097168,9.80534649,8.18999958,High income,49510.0,6.77577891700984,15.0 
1054,Finland,2014,15.01872918259716,1.65844608659086,23.38028019931841,274863000000.0,50327.24029,4922.675781,9.78115082,8.659999847,High income,49420.0,6.728346070156229,13.7 
1055,Finland,2015,14.98095161480428,1.5736961473829798,23.95034854818592,234534000000.0,42801.90812,4127.149902,9.64523888,9.380000114,High income,47180.0,6.72393364622844,12.1 
1056,Finland,2016,14.928202210838329,1.55081131298439,22.97514384070653,240771000000.0,43814.02651,4107.062988,9.37796021,8.819999695,High income,45530.0,6.65495625557979,13.3 
1057,Finland,2017,14.8764639194901,1.52585425598655,23.0553004172392,255648000000.0,46412.13648,4233.468262,9.12670135,8.640000343,High income,44840.0,6.581686027961959,14.4 
1058,Finland,2018,14.904112599027531,1.52344558119046,,275715000000.0,49988.91085,4515.677246,9.03608513,7.360000134,High income,48290.0,6.57180212541996,14.4 
1059,Finland,2019,14.96401730443336,1.5559883614829,,268508000000.0,48628.64176,4450.302734,9.15348339,6.690000057,High income,50010.0,6.58401928655597,13.4 
1060,France,2000,17.2151967515317,2.55225792554959,18.40443436073084,1365640000000.0,22419.69482,2161.853027,9.58447742,10.22000027,High income,9130.0,7.99761860132822,15.8 
1061,France,2001,17.22574136960731,2.53388283235465,18.440782216280528,1377660000000.0,22452.98238,2192.71582,9.70562744,8.609999657,High income,23870.0,8.00986177509571,15.4 
1062,France,2002,17.21666437806283,2.49817993672857,18.891059692736192,1501410000000.0,24292.58023,2449.758301,10.02218628,8.699999809,High income,23150.0,7.994589028977971,15.6 
1063,France,2003,17.19453666998086,2.45830384001443,18.332042641064064,1844540000000.0,29633.67898,3006.305908,10.08283329,8.31000042,High income,26000.0,7.96941747482448,15.7 
1064,France,2004,17.17470848559739,2.4529281512119296,18.73476234905203,2119630000000.0,33803.3096,3458.627441,10.16429329,8.909999847,High income,31460.0,8.10266744445481,15.3 
1065,France,2005,17.15750149388133,2.43462267954454,18.36650009237356,2196950000000.0,34773.15015,3575.025146,10.2148447,8.489999771,High income,35920.0,8.11171410029465,14.8 
1066,France,2006,17.11103649842051,2.4171820396635404,18.857027517712176,2320540000000.0,36474.15959,3811.551758,10.38566494,8.449999809,High income,37890.0,8.16275202496945,14.4 
1067,France,2007,17.02408199213527,2.40622227553545,20.10689964924301,2660590000000.0,41561.20051,4312.310547,10.31564426,7.659999847,High income,40160.0,8.21372769117739,13.8 
1068,France,2008,16.923180413032902,2.40501819217154,20.961423428802625,2930300000000.0,45519.29688,4807.374512,10.50084686,7.059999943,High income,43540.0,8.225431189609491,14.0 
1069,France,2009,16.834417464544043,2.42113886322025,21.399983177560127,2700890000000.0,41740.24303,4737.578125,11.28756237,8.739999771,High income,44070.0,8.22874575814284,14.1 
1070,France,2010,16.78829287646037,2.40322805735898,22.2853189386106,2645190000000.0,40677.98514,4592.383301,11.22560215,8.869999886,High income,43970.0,8.25662690608951,13.9 
1071,France,2011,16.76626045401662,2.3424030945368104,23.266163857731208,2865160000000.0,43848.10605,4931.87793,11.18497658,8.81000042,High income,44440.0,8.26515136082576,13.6 
1072,France,2012,16.72828235609786,2.2324468446589,22.359883284894504,2683670000000.0,40872.36246,4644.595703,11.29740047,9.399999619,High income,43410.0,8.213682583525921,13.4 
1073,France,2013,16.68764502823954,2.16021370398221,23.590754277862736,2811880000000.0,42605.04438,4893.476074,11.41635036,9.920000076,High income,43800.0,8.17298904845912,12.5 
1074,France,2014,16.65298207364988,2.0886380022268,24.142523462219337,2855960000000.0,43068.54872,4982.991211,11.54441643,10.28999996,High income,43340.0,8.16366817863862,11.4 
1075,France,2015,16.63925573860026,2.03135361978264,24.12030445959559,2439190000000.0,36652.92231,4201.555664,11.4475565,10.35000038,High income,41130.0,8.05140357655335,11.5 
1076,France,2016,16.6408325589408,1.9565050080068096,24.39705756291993,2472960000000.0,37062.53357,4257.149902,11.47163677,10.05000019,High income,39100.0,8.12042110183551,10.7 
1077,France,2017,16.64263703714861,1.91898212515392,24.8301916463057,2595150000000.0,38781.04949,4402.07959,11.33276176,9.409999847,High income,38320.0,8.07651970006137,10.4 
1078,France,2018,16.63718330754719,1.87974603485132,,2790960000000.0,41592.7959,4657.75293,11.18583012,9.020000458,High income,41130.0,8.039350688403909,10.0 
1079,France,2019,16.63237223880752,1.82561393599348,,2728870000000.0,40578.64429,4491.735352,11.05747223,8.409999847,High income,42330.0,7.956517959370791,9.7 
1080,Gabon,2000,13.18839968076573,1.07979759495905,1.2447473338125987,5080483464.0,4135.99238,127.9613724,2.90536737,17.34300041,Upper middle income,3100.0,2.93156701175011,19.4 
1081,Gabon,2001,13.19424007731251,1.08326222578047,1.31104931334516,5023265365.0,3993.031336,125.8794708,3.15246463,17.22599983,Upper middle income,3430.0,2.95953088062032,18.3 
1082,Gabon,2002,13.20110551632826,1.07744068993445,1.3299242045872153,5335451308.0,4141.434366,137.9282532,3.33046246,17.17399979,Upper middle income,3610.0,3.0181067218113,16.9 
1083,Gabon,2003,13.20232399669092,1.0829111405849,1.377210451895858,6511903657.0,4933.46217,174.4916077,3.53691506,17.07099915,Upper middle income,3880.0,3.05768300602965,16.6 
1084,Gabon,2004,13.20609370794604,1.08601478310658,1.383211246515376,7770219480.0,5739.613204,191.2083893,3.33140016,17.00900078,Upper middle income,4310.0,3.1339726504906804,15.2 
1085,Gabon,2005,13.20157813829712,1.12055442197631,1.4111235008662784,9582783318.0,6891.36192,199.664856,2.93410254,16.90999985,Upper middle income,5520.0,3.2832931276409,15.7 
1086,Gabon,2006,13.18738989794404,1.1461260870987,1.4836727834013217,10327598801.0,7221.369877,223.4990997,3.14508867,17.67099953,Upper middle income,5740.0,3.3877211871878496,16.3 
